"Date","ndvi"
2018-12-16,0.22982200091575
2018-12-17,0.22838398580586
2018-12-18,0.22694597069597
2018-12-19,0.22550795558608
2018-12-20,0.22406994047619
2018-12-21,0.2226319253663
2018-12-22,0.22119391025641
2018-12-23,0.221864983974359
2018-12-24,0.222536057692308
2018-12-25,0.222025240384615
2018-12-26,0.220612980769231
2018-12-27,0.219200721153846
2018-12-28,0.216977163461538
2018-12-29,0.218659855769231
2018-12-30,0.218539663461538
2018-12-31,0.218419471153846
2019-01-01,0.218299278846154
2019-01-02,0.216516426282051
2019-01-03,0.212930689102564
2019-01-04,0.209795673076923
2019-01-05,0.206660657051282
2019-01-06,0.203525641025641
2019-01-07,0.199769631410256
2019-01-08,0.193609775641025
2019-01-09,0.191806891025641
2019-01-10,0.190004006410256
2019-01-11,0.188802083333333
2019-01-12,0.189403044871795
2019-01-13,0.190004006410256
2019-01-14,0.189923878205128
2019-01-15,0.190144230769231
2019-01-16,0.190364583333333
2019-01-17,0.19013421474359
2019-01-18,0.189903846153846
2019-01-19,0.190184294871795
2019-01-20,0.192267628205128
2019-01-21,0.196754807692308
2019-01-22,0.196885016025641
2019-01-23,0.195813301282052
2019-01-24,0.194691506410257
2019-01-25,0.193569711538462
2019-01-26,0.192447916666667
2019-01-27,0.192007211538462
2019-01-28,0.191266025641026
2019-01-29,0.190184294871795
2019-01-30,0.189102564102564
2019-01-31,0.183213141025641
2019-02-01,0.176812900641026
2019-02-02,0.170412660256411
2019-02-03,0.168249198717949
2019-02-04,0.166085737179487
2019-02-05,0.165124198717949
2019-02-06,0.164212740384616
2019-02-07,0.163301282051282
2019-02-08,0.161698717948718
2019-02-09,0.160396634615385
2019-02-10,0.159094551282052
2019-02-11,0.158133012820513
2019-02-12,0.157171474358975
2019-02-13,0.159845753205129
2019-02-14,0.162520032051282
2019-02-15,0.165194310897436
2019-02-16,0.163631810897436
2019-02-17,0.162069310897436
2019-02-18,0.160596955128206
2019-02-19,0.159124599358975
2019-02-20,0.157652243589744
2019-02-21,0.156870993589744
2019-02-22,0.155789262820513
2019-02-23,0.154707532051282
2019-02-24,0.155128205128205
2019-02-25,0.153145032051282
2019-02-26,0.152333733974359
2019-02-27,0.151522435897436
2019-02-28,0.150711137820513
2019-03-01,0.14989983974359
2019-03-02,0.149088541666667
2019-03-03,0.148187099358975
2019-03-04,0.147285657051282
2019-03-05,0.146985176282052
2019-03-06,0.146684695512821
2019-03-07,0.14638421474359
2019-03-08,0.146083733974359
2019-03-09,0.144280849358975
2019-03-10,0.144881810897436
2019-03-11,0.145482772435898
2019-03-12,0.144280849358975
2019-03-13,0.144581330128205
2019-03-14,0.144881810897436
2019-03-15,0.151492387820513
2019-03-16,0.153960622710623
2019-03-17,0.156428857600733
2019-03-18,0.158897092490843
2019-03-19,0.161365327380953
2019-03-20,0.163833562271063
2019-03-21,0.166301797161173
