Date,ndvi,sm
2018-12-16,0.253629963786214,0.135516822511374
2018-12-17,0.25295030490343,0.428452432565875
2018-12-18,0.252270646020646,0.53539055698314
2018-12-19,0.251590987137862,0.625201282123334
2018-12-20,0.250911328255078,0.691902744063539
2018-12-21,0.250231669372295,0.743663430631345
2018-12-22,0.249552010489511,0.64497077569254
2018-12-23,0.249936261655012,0.564368858070622
2018-12-24,0.250320512820513,0.551478222851512
2018-12-25,0.251343968531469,0.541468398803153
2018-12-26,0.252367424242424,0.533543607167164
2018-12-27,0.25339087995338,0.483411095513154
2018-12-28,0.251220134032634,0.442611219095474
2018-12-29,0.252354676573427,0.377800737157894
2018-12-30,0.252463942307692,0.325131466198378
2018-12-31,0.252573208041958,0.281183150108005
2019-01-01,0.252682473776224,0.274813833564849
2019-01-02,0.252897363053613,0.269443509384996
2019-01-03,0.251609848484849,0.264897333556874
2019-01-04,0.249564758158508,0.319209906131003
2019-01-05,0.247519667832168,0.365476663602387
2019-01-06,0.245474577505828,0.403899107861396
2019-01-07,0.243090763403264,0.43677852755304
2019-01-08,0.239505026223777,0.464965012779733
2019-01-09,0.23716673951049,0.459737645053221
2019-01-10,0.234828452797203,0.4552435794829
2019-01-11,0.233391608391609,0.469000060416907
2019-01-12,0.232980040792541,0.480851695783192
2019-01-13,0.232568473193474,0.491070784965387
2019-01-14,0.231086101398602,0.496725026726769
2019-01-15,0.229002768065268,0.501606972051389
2019-01-16,0.226919434731935,0.522502273082742
2019-01-17,0.225593677156177,0.540561723434584
2019-01-18,0.22426791958042,0.556176496332621
2019-01-19,0.222994716811818,0.59664433002222
2019-01-20,0.221421033273986,0.631656822810282
2019-01-21,0.221049272813077,0.661957295690103
2019-01-22,0.219430061885967,0.703070773186421
2019-01-23,0.217810850958857,0.736671045635344
2019-01-24,0.216190075900582,0.765562307800098
2019-01-25,0.214569300842307,0.790511007501969
2019-01-26,0.212948525784032,0.812091133918773
2019-01-27,0.212398554921561,0.79135861211484
2019-01-28,0.212449545597552,0.768662657810178
2019-01-29,0.212438619024125,0.789572416315855
2019-01-30,0.212427692450699,0.809598144330675
2019-01-31,0.210914362031119,0.827971842353728
2019-02-01,0.209949438342844,0.841684067474973
2019-02-02,0.208984514654569,0.853567296459623
2019-02-03,0.208392915558368,0.840186834398907
2019-02-04,0.207801316462168,0.828590276601257
2019-02-05,0.207209717365967,0.818539445088455
2019-02-06,0.206619682400933,0.770287092629047
2019-02-07,0.206029647435897,0.728464357176977
2019-02-08,0.204700247668998,0.692213801720943
2019-02-09,0.200666520979021,0.714349429399644
2019-02-10,0.196632794289044,0.735572366463556
2019-02-11,0.192660984848485,0.7186898206738
2019-02-12,0.188689175407925,0.704055802948912
2019-02-13,0.188075466200466,0.691370699266656
2019-02-14,0.186860795454545,0.66659237180472
2019-02-15,0.185646124708625,0.645113613893654
2019-02-16,0.184058129370629,0.665287996855309
2019-02-17,0.181568691724942,0.682776096925271
2019-02-18,0.179955201048951,0.69793567938066
2019-02-19,0.17834171037296,0.695475336566327
2019-02-20,0.17672821969697,0.693342578788101
2019-02-21,0.175854093822844,0.659156801474616
2019-02-22,0.177684294871795,0.629522413387455
2019-02-23,0.179514495920746,0.603833398117948
2019-02-24,0.184950466200466,0.577664239895423
2019-02-25,0.185879224941725,0.554979004924812
2019-02-26,0.184952287296038,0.533233779951757
2019-02-27,0.18402534965035,0.572513976000554
2019-02-28,0.183098412004662,0.608831176514715
2019-03-01,0.182171474358975,0.607172719077474
2019-03-02,0.182145979020979,0.605735022375942
2019-03-03,0.181244536713287,0.604488728781259
2019-03-04,0.180343094405595,0.610688562873065
2019-03-05,0.17854020979021,0.61606303567853
2019-03-06,0.176737325174826,0.654273861924809
2019-03-07,0.174934440559441,0.689921030337949
2019-03-08,0.173131555944056,0.72264510323847
2019-03-09,0.167722902097903,0.692389149222442
2019-03-10,0.16682145979021,0.666160985485197
2019-03-11,0.165920017482518,0.688145301617116
2019-03-12,0.163516171328672,0.707203017990339
2019-03-13,0.161412805944056,0.723723728046053
2019-03-14,0.159309440559441,0.735185082640897
2019-03-15,0.160811844405595,0.745120661138054
2019-03-16,0.16003917957043,0.751653542667443
2019-03-17,0.159266514735265,0.766416925597764
2019-03-18,0.1584938499001,0.779214984665797
2019-03-19,0.157721185064935,0.751568657644456
2019-03-20,0.156948520229771,0.727602669922633
2019-03-21,0.156175855394606,0.706827084488852
