"Date","ndvi"
2018-12-16,0.299052920763448
2018-12-17,0.30241694982649
2018-12-18,0.305780978889532
2018-12-19,0.309145007952574
2018-12-20,0.312509037015616
2018-12-21,0.315873066078659
2018-12-22,0.319237095141701
2018-12-23,0.318612411437247
2018-12-24,0.317987727732794
2018-12-25,0.32778498228745
2018-12-26,0.341788967611336
2018-12-27,0.355792952935223
2018-12-28,0.364032451923077
2018-12-29,0.374074835526316
2018-12-30,0.390854314271255
2018-12-31,0.409436677631579
2019-01-01,0.428019040991903
2019-01-02,0.443976151315789
2019-01-03,0.460534223178138
2019-01-04,0.471810159412956
2019-01-05,0.485489941801619
2019-01-06,0.499169724190283
2019-01-07,0.49942276062753
2019-01-08,0.499675797064777
2019-01-09,0.506041244939271
2019-01-10,0.512406692813765
2019-01-11,0.518772140688259
2019-01-12,0.518400493421053
2019-01-13,0.516225961538462
2019-01-14,0.515039853238866
2019-01-15,0.511449898785425
2019-01-16,0.507859944331984
2019-01-17,0.509552125506073
2019-01-18,0.511244306680162
2019-01-19,0.495450435188009
2019-01-20,0.482661371388165
2019-01-21,0.46987230758832
2019-01-22,0.450970832351228
2019-01-23,0.434473203267983
2019-01-24,0.436790068146525
2019-01-25,0.439106933025068
2019-01-26,0.44142379790361
2019-01-27,0.442752239199157
2019-01-28,0.44648452664855
2019-01-29,0.449631667336809
2019-01-30,0.452778808025068
2019-01-31,0.455925948713327
2019-02-01,0.471751449760136
2019-02-02,0.487576950806944
2019-02-03,0.509981399222173
2019-02-04,0.532385847637403
2019-02-05,0.552386449898786
2019-02-06,0.553572558198381
2019-02-07,0.554758666497976
2019-02-08,0.552702745445344
2019-02-09,0.54944490131579
2019-02-10,0.546187057186235
2019-02-11,0.543514359817814
2019-02-12,0.540841662449393
2019-02-13,0.537299152327935
2019-02-14,0.53856433451417
2019-02-15,0.539829516700405
2019-02-16,0.534515751518218
2019-02-17,0.529201986336032
2019-02-18,0.515530111336032
2019-02-19,0.501858236336032
2019-02-20,0.488186361336032
2019-02-21,0.477756515688259
2019-02-22,0.468528593117409
2019-02-23,0.459300670546559
2019-02-24,0.449471786437247
2019-02-25,0.43784001771255
2019-02-26,0.42707806174089
2019-02-27,0.41631610576923
2019-02-28,0.40555414979757
2019-03-01,0.394792193825911
2019-03-02,0.384030237854251
2019-03-03,0.381626391700404
2019-03-04,0.379222545546558
2019-03-05,0.375616776315789
2019-03-06,0.37201100708502
2019-03-07,0.368405237854251
2019-03-08,0.364799468623481
2019-03-09,0.361794660931174
2019-03-10,0.360592737854251
2019-03-11,0.359390814777327
2019-03-12,0.36419850708502
2019-03-13,0.362395622469635
2019-03-14,0.360592737854251
2019-03-15,0.358789853238866
2019-03-16,0.358489372469635
2019-03-17,0.358188891700404
2019-03-18,0.357888410931174
2019-03-19,0.357587930161943
2019-03-20,0.357287449392712
2019-03-21,0.356986968623481
