Date,ndvi,sm
2018-12-16,0.22982200091575,0.185556535209928
2018-12-17,0.22838398580586,0.478492149370271
2018-12-18,0.22694597069597,0.586160184297908
2018-12-19,0.22550795558608,0.676604340699801
2018-12-20,0.22406994047619,0.744260678485721
2018-12-21,0.2226319253663,0.792151211932744
2018-12-22,0.22119391025641,0.691100813887573
2018-12-23,0.221864983974359,0.603340902022732
2018-12-24,0.222536057692308,0.585029229774012
2018-12-25,0.222025240384615,0.570809871491543
2018-12-26,0.220612980769231,0.55955238574138
2018-12-27,0.219200721153846,0.506740697216329
2018-12-28,0.216977163461538,0.463760398036677
2018-12-29,0.218659855769231,0.397157594987269
2018-12-30,0.218539663461538,0.341620840207754
2018-12-31,0.218419471153846,0.295279836997112
2019-01-01,0.218299278846154,0.28690267538837
2019-01-02,0.216516426282051,0.27983942832741
2019-01-03,0.212930689102564,0.273860131364843
2019-01-04,0.209795673076923,0.340603338406628
2019-01-05,0.206660657051282,0.397459648968594
2019-01-06,0.203525641025641,0.44492501075019
2019-01-07,0.199769631410256,0.485542770547183
2019-01-08,0.193609775641025,0.520363089140906
2019-01-09,0.191806891025641,0.520831426463653
2019-01-10,0.190004006410256,0.521234047270306
2019-01-11,0.188802083333333,0.543209809853586
2019-01-12,0.189403044871795,0.562142600217119
2019-01-13,0.190004006410256,0.578467431995595
2019-01-14,0.189923878205128,0.589390184263314
2019-01-15,0.190144230769231,0.598821040939991
2019-01-16,0.190364583333333,0.602827086848403
2019-01-17,0.19013421474359,0.606289423587511
2019-01-18,0.189903846153846,0.609283063155353
2019-01-19,0.190184294871795,0.638834460791532
2019-01-20,0.192267628205128,0.664402123583424
2019-01-21,0.196754807692308,0.686528862108316
2019-01-22,0.196885016025641,0.724196757698308
2019-01-23,0.195813301282052,0.754965433232065
2019-01-24,0.194691506410257,0.781412802277505
2019-01-25,0.193569711538462,0.804245375774939
2019-01-26,0.192447916666667,0.823992609337674
2019-01-27,0.192007211538462,0.801672324767389
2019-01-28,0.191266025641026,0.781044231925062
2019-01-29,0.190184294871795,0.802812938556351
2019-01-30,0.189102564102564,0.822657403158659
2019-01-31,0.183213141025641,0.839864765576459
2019-02-01,0.176812900641026,0.852584628780794
2019-02-02,0.170412660256411,0.863607860815912
2019-02-03,0.168249198717949,0.84948208145539
2019-02-04,0.166085737179487,0.837239572191726
2019-02-05,0.165124198717949,0.826628889701145
2019-02-06,0.164212740384616,0.777891297496068
2019-02-07,0.163301282051282,0.735647980191082
2019-02-08,0.161698717948718,0.699032878299798
2019-02-09,0.160396634615385,0.725607408857684
2019-02-10,0.159094551282052,0.750614633942602
2019-02-11,0.158133012820513,0.737063693030134
2019-02-12,0.157171474358975,0.725317562739821
2019-02-13,0.159845753205129,0.715135747979158
2019-02-14,0.162520032051282,0.69252734848435
2019-02-15,0.165194310897436,0.672929565336098
2019-02-16,0.163631810897436,0.697810351242441
2019-02-17,0.162069310897436,0.719378183558724
2019-02-18,0.160596955128206,0.738074287256363
2019-02-19,0.159124599358975,0.738679595032948
2019-02-20,0.157652243589744,0.739204322586229
2019-02-21,0.156870993589744,0.706391158481671
2019-02-22,0.155789262820513,0.677946636456282
2019-02-23,0.154707532051282,0.653289073703138
2019-02-24,0.155128205128205,0.628014048617455
2019-02-25,0.153145032051282,0.606103906081305
2019-02-26,0.152333733974359,0.585030587113858
2019-02-27,0.151522435897436,0.628004318271891
2019-02-28,0.150711137820513,0.668176396886885
2019-03-01,0.14989983974359,0.670081443849487
2019-03-02,0.149088541666667,0.671732850632401
2019-03-03,0.148187099358975,0.673164419756139
2019-03-04,0.147285657051282,0.681685624406046
2019-03-05,0.146985176282052,0.689072433881921
2019-03-06,0.146684695512821,0.724443138954384
2019-03-07,0.14638421474359,0.754992810324202
2019-03-08,0.146083733974359,0.781372913183204
2019-03-09,0.144280849358975,0.745741070943871
2019-03-10,0.144881810897436,0.714852676723214
2019-03-11,0.145482772435898,0.73279714747199
2019-03-12,0.144280849358975,0.748352815799852
2019-03-13,0.144581330128205,0.761837681284791
2019-03-14,0.144881810897436,0.770667331932004
2019-03-15,0.151492387820513,0.778321546405526
2019-03-16,0.153960622710623,0.782876765359886
2019-03-17,0.156428857600733,0.795925758713389
2019-03-18,0.158897092490843,0.80723765218056
2019-03-19,0.161365327380953,0.77830300167183
2019-03-20,0.163833562271063,0.753220195262513
2019-03-21,0.166301797161173,0.7314764647448
